Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2022,ALABAMA,"AMBERJACK, GREATER","23,447",11,"38,422",Public,Commercial,Seriola dumerili,168689,GULFFIN
2022,ALABAMA,"AMBERJACK, LESSER",,,,Confidential,Commercial,Seriola fasciata,168690,GULFFIN
2022,ALABAMA,ANCHOVIES **,,,,Confidential,Commercial,Engraulidae,553173,GULFFIN
2022,ALABAMA,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **","16,683",8,"44,302",Public,Commercial,Sphyraenidae,170424,GULFFIN
2022,ALABAMA,BARRELFISH,,,,Confidential,Commercial,Hyperoglyphe perciformis,172512,GULFFIN
2022,ALABAMA,"BASS, LONGTAIL",,,,Confidential,Commercial,Hemanthias leptus,167800,GULFFIN
2022,ALABAMA,"BASS, ROCK SEA",,,,Confidential,Commercial,Centropristis philadelphica,167691,GULFFIN
2022,ALABAMA,BIGEYE,,,,Confidential,Commercial,Priacanthus arenatus,168178,GULFFIN
2022,ALABAMA,BLUEFISH,"31,468",14,"18,176",Public,Commercial,Pomatomus saltatrix,168559,GULFFIN
2022,ALABAMA,"BROTULA, BEARDED",,,,Confidential,Commercial,Brotula barbata,164818,GULFFIN
2022,ALABAMA,BUFFALOFISHES **,"45,124",20,"15,274",Public,Commercial,Ictiobus,163954,GULFFIN
2022,ALABAMA,"BUMPER, ATLANTIC","32,887",15,"21,178",Public,Commercial,Chloroscombrus chrysurus,168670,GULFFIN
2022,ALABAMA,BUTTERFISH,"278,481",126,"95,643",Public,Commercial,Peprilus triacanthus,172567,GULFFIN
2022,ALABAMA,"CARP, COMMON",,,,Confidential,Commercial,Cyprinus carpio,163344,GULFFIN
2022,ALABAMA,"CATFISH, BLUE",,,,Confidential,Commercial,Ictalurus furcatus,163997,GULFFIN
2022,ALABAMA,"CATFISH, CHANNEL",,,,Confidential,Commercial,Ictalurus punctatus,163998,GULFFIN
2022,ALABAMA,"CATFISHES, FORKTAIL **","2,387",1,"1,533",Public,Commercial,Ictalurus,163996,GULFFIN
2022,ALABAMA,"CATFISHES, SEA **","14,163",6,"8,935",Public,Commercial,Ariidae,164157,GULFFIN
2022,ALABAMA,"CHUB, BERMUDA",,,,Confidential,Commercial,Kyphosus sectator,645471,GULFFIN
2022,ALABAMA,CHUBS **,,,,Confidential,Commercial,Coregonus,161932,GULFFIN
2022,ALABAMA,COBIA,"3,118",1,"9,275",Public,Commercial,Rachycentron canadum,168566,GULFFIN
2022,ALABAMA,"CRAB, BLUE","963,512",437,"1,191,518",Public,Commercial,Callinectes sapidus,98696,GULFFIN
2022,ALABAMA,"CRAB, FLORIDA STONE",,,,Confidential,Commercial,Menippe mercenaria,98811,GULFFIN
2022,ALABAMA,"CRABS, DECAPODA (ORDER) **",,,,Confidential,Commercial,Decapoda,95599,GULFFIN
2022,ALABAMA,"CROAKER, ATLANTIC",,,,Confidential,Commercial,Micropogonias undulatus,169283,GULFFIN
2022,ALABAMA,CUSK,,,,Confidential,Commercial,Brosme brosme,164740,GULFFIN
2022,ALABAMA,"CUTLASSFISH, ATLANTIC",,,,Confidential,Commercial,Trichiurus lepturus,172385,GULFFIN
2022,ALABAMA,DOLPHINFISH,121,0,302,Public,Commercial,Coryphaena hippurus,168791,GULFFIN
2022,ALABAMA,"DRUM, BLACK","28,111",13,"12,419",Public,Commercial,Pogonias cromis,169288,GULFFIN
2022,ALABAMA,"DRUM, FRESHWATER",,,,Confidential,Commercial,Aplodinotus grunniens,169364,GULFFIN
2022,ALABAMA,"DRUM, RED",,,,Confidential,Commercial,Sciaenops ocellatus,169290,GULFFIN
2022,ALABAMA,DRUMS **,"11,645",5,"3,265",Public,Commercial,Sciaenidae,169237,GULFFIN
2022,ALABAMA,FLATFISHES **,"16,506",7,"66,552",Public,Commercial,Pleuronectiformes,172702,GULFFIN
2022,ALABAMA,GARFISHES **,,,,Confidential,Commercial,Lepisosteidae,161092,GULFFIN
2022,ALABAMA,"GROUPER, BLACK",,,,Confidential,Commercial,Mycteroperca bonaci,167760,GULFFIN
2022,ALABAMA,"GROUPER, GAG",,,,Confidential,Commercial,Mycteroperca microlepis,167759,GULFFIN
2022,ALABAMA,"GROUPER, RED",333,0,"1,948",Public,Commercial,Epinephelus morio,167702,GULFFIN
2022,ALABAMA,"GROUPER, WARSAW",,,,Confidential,Commercial,Epinephelus nigritus,167704,GULFFIN
2022,ALABAMA,"GROUPER, YELLOWEDGE",,,,Confidential,Commercial,Epinephelus flavolimbatus,167699,GULFFIN
2022,ALABAMA,"GROUPER, YELLOWFIN",,,,Confidential,Commercial,Mycteroperca venenosa,167764,GULFFIN
2022,ALABAMA,"GROUPERS, SERRANIDAE (FAMILY) **",,,,Confidential,Commercial,Serranidae,167674,GULFFIN
2022,ALABAMA,"HERRING, ATLANTIC THREAD",,,,Confidential,Commercial,Opisthonema oglinum,161748,GULFFIN
2022,ALABAMA,"HIND, SPECKLED",,,,Confidential,Commercial,Epinephelus drummondhayi,167698,GULFFIN
2022,ALABAMA,"JACK, ALMACO",,,,Confidential,Commercial,Seriola rivoliana,168691,GULFFIN
2022,ALABAMA,"JACK, BAR",252,0,479,Public,Commercial,Carangoides ruber,168615,GULFFIN
2022,ALABAMA,"JACK, BLUNTNOSE",,,,Confidential,Commercial,Hemicranx amblyrhynchus,168740,GULFFIN
2022,ALABAMA,"JACK, CREVALLE","4,418",2,992,Public,Commercial,Caranx hippos,168609,GULFFIN
2022,ALABAMA,"KINGFISH, GULF",,,,Confidential,Commercial,Menticirrhus littoralis,169275,GULFFIN
2022,ALABAMA,KINGFISHES **,"4,521",2,"11,212",Public,Commercial,Menticirrhus,169273,GULFFIN
2022,ALABAMA,LADYFISH,"285,449",129,"250,769",Public,Commercial,Elops saurus,161111,GULFFIN
2022,ALABAMA,"LIZARDFISH, INSHORE",,,,Confidential,Commercial,Synodus foetens,162376,GULFFIN
2022,ALABAMA,"LIZARDFISHES, SYNODONTIDAE (FAMILY) **",,,,Confidential,Commercial,Synodontidae,162374,GULFFIN
2022,ALABAMA,LOOKDOWN,,,,Confidential,Commercial,Selene vomer,168680,GULFFIN
2022,ALABAMA,"MACKEREL, KING","165,291",75,"680,114",Public,Commercial,Scomberomorus cavalla,172435,GULFFIN
2022,ALABAMA,"MACKEREL, SPANISH","264,285",120,"329,931",Public,Commercial,Scomberomorus maculatus,172436,GULFFIN
2022,ALABAMA,MACKERELS **,,,,Confidential,Commercial,Scomber,172411,GULFFIN
2022,ALABAMA,MENHADENS **,"855,094",388,"168,433",Public,Commercial,Brevoortia ,161731,GULFFIN
2022,ALABAMA,"MOONFISH, ATLANTIC",,,,Confidential,Commercial,Selene setapinnis,168684,GULFFIN
2022,ALABAMA,"MULLET, STRIPED","1,801,338",817,"1,290,888",Public,Commercial,Mugil cephalus,170335,GULFFIN
2022,ALABAMA,"MULLET, WHITE",,,,Confidential,Commercial,Mugil curema,170336,GULFFIN
2022,ALABAMA,MULLETS **,"11,608",5,"8,893",Public,Commercial,Mugilidae,170333,GULFFIN
2022,ALABAMA,OILFISH,,,,Confidential,Commercial,Ruvettus pretiosus,172364,GULFFIN
2022,ALABAMA,"OYSTER, EASTERN","668,784",303,"4,359,540",Public,Commercial,Crassostrea virginica,79872,GULFFIN
2022,ALABAMA,PINFISH,,,,Confidential,Commercial,Lagodon rhomboides,169187,GULFFIN
2022,ALABAMA,"POMPANO, AFRICAN",337,0,"1,461",Public,Commercial,Alectis ciliaris,168602,GULFFIN
2022,ALABAMA,"POMPANO, FLORIDA","9,877",4,"45,016",Public,Commercial,Trachinotus carolinus,168708,GULFFIN
2022,ALABAMA,"PORGY, RED",367,0,700,Public,Commercial,Pagrus pagrus,169207,GULFFIN
2022,ALABAMA,"PORGY, WHITEBONE","1,453",1,"5,470",Public,Commercial,Calamus leucosteus,169200,GULFFIN
2022,ALABAMA,"PUFFERS, TETRAODONTIDAE (FAMILY) **",,,,Confidential,Commercial,Tetraodontidae,173283,GULFFIN
2022,ALABAMA,"RUNNER, BLUE","25,215",11,"20,008",Public,Commercial,Caranx crysos,168612,GULFFIN
2022,ALABAMA,"RUNNER, RAINBOW",,,,Confidential,Commercial,Elagatis bipinnulata,168738,GULFFIN
2022,ALABAMA,"SARDINE, SCALED",,,,Confidential,Commercial,Harengula jaguana,161755,GULFFIN
2022,ALABAMA,"SARDINES, SCALY ** **",,,,Confidential,Commercial,Harengula,161752,GULFFIN
2022,ALABAMA,"SCAD, BIGEYE","35,613",16,"13,001",Public,Commercial,Selar crumenophthalmus,168677,GULFFIN
2022,ALABAMA,SCADS **,,,,Confidential,Commercial,Decapterus ,168723,GULFFIN
2022,ALABAMA,SCAMP,"1,471",1,"6,108",Public,Commercial,Mycteroperca phenax,167763,GULFFIN
2022,ALABAMA,"SCORPIONFISH, SPINYCHEEK",,,,Confidential,Commercial,Neomerinthe hemingwayi,166794,GULFFIN
2022,ALABAMA,SCORPIONFISHES **,,,,Confidential,Commercial,Scorpaenidae,166704,GULFFIN
2022,ALABAMA,"SEATROUT, SAND","27,011",12,"17,138",Public,Commercial,Cynoscion arenarius,169243,GULFFIN
2022,ALABAMA,"SEATROUT, SPOTTED",,,,Confidential,Commercial,Cynoscion nebulosus,169239,GULFFIN
2022,ALABAMA,"SENNET, NORTHERN",,,,Confidential,Commercial,Sphyraena borealis,170427,GULFFIN
2022,ALABAMA,"SHAD, THREADFIN",,,,Confidential,Commercial,Dorosoma petenense,161738,GULFFIN
2022,ALABAMA,SHARK FINS **,,,,Confidential,Commercial,Unspecified,2,EXCEPTIONS
2022,ALABAMA,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2022,ALABAMA,"SHARK, BULL",,,,Confidential,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2022,ALABAMA,"SHARK, DOGFISH, SMOOTH",,,,Confidential,Commercial,Mustelus canis,160230,EXCEPTIONS
2022,ALABAMA,"SHARK, DOGFISH, SPINY",,,,Confidential,Commercial,Squalus acanthias,160617,GULFFIN
2022,ALABAMA,"SHARK, FINETOOTH",,,,Confidential,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2022,ALABAMA,"SHARK, HAMMERHEAD, GREAT",,,,Confidential,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2022,ALABAMA,"SHARK, LEMON",,,,Confidential,Commercial,Negaprion brevirostris,160433,EXCEPTIONS
2022,ALABAMA,"SHARK, SHARPNOSE, ATLANTIC",,,,Confidential,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2022,ALABAMA,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2022,ALABAMA,"SHARK, TIGER",,,,Confidential,Commercial,Galeocerdo cuvier,160189,EXCEPTIONS
2022,ALABAMA,SHEEPSHEAD,"54,608",25,"58,908",Public,Commercial,Archosargus probatocephalus,169189,GULFFIN
2022,ALABAMA,"SHRIMP, BROWN","8,946,414","4,058","16,061,210",Public,Commercial,Penaeus aztecus,95605,GULFFIN
2022,ALABAMA,"SHRIMP, NORTHERN PINK","5,458,694","2,476","10,903,529",Public,Commercial,Penaeus duorarum,95608,GULFFIN
2022,ALABAMA,"SHRIMP, NORTHERN WHITE","9,638,280","4,372","25,529,817",Public,Commercial,Penaeus setiferus,95610,GULFFIN
2022,ALABAMA,"SHRIMP, ROYAL RED",,,,Confidential,Commercial,Pleoticus robustus,95966,GULFFIN
2022,ALABAMA,"SHRIMPS, ROCK **","230,421",105,"334,788",Public,Commercial,Sicyonia,96027,GULFFIN
2022,ALABAMA,"SNAPPER, GRAY","2,832",1,"3,155",Public,Commercial,Lutjanus griseus,168848,GULFFIN
2022,ALABAMA,"SNAPPER, LANE",,,,Confidential,Commercial,Lutjanus synagris,168860,GULFFIN
2022,ALABAMA,"SNAPPER, RED","161,879",73,"660,726",Public,Commercial,Lutjanus campechanus,168853,GULFFIN
2022,ALABAMA,"SNAPPER, VERMILION","30,107",14,"125,612",Public,Commercial,Rhomboplites aurorubens,168909,GULFFIN
2022,ALABAMA,"SNAPPER, YELLOWTAIL",,,,Confidential,Commercial,Ocyurus chrysurus,168907,GULFFIN
2022,ALABAMA,SPADEFISH,"1,802",1,"1,605",Public,Commercial,Ephippidae ,553178,GULFFIN
2022,ALABAMA,SPOT,"5,190",2,"2,931",Public,Commercial,Leiostomus xanthurus,169267,GULFFIN
2022,ALABAMA,"SQUIDS, LOLIGINIDAE **","4,953",2,"3,094",Public,Commercial,Loliginidae,82369,GULFFIN
2022,ALABAMA,SWORDFISH,,,,Confidential,Commercial,Xiphias gladius,172482,EXCEPTIONS
2022,ALABAMA,"TILEFISH, BLACKLINE",,,,Confidential,Commercial,Caulolatilus cyanops,168541,GULFFIN
2022,ALABAMA,"TRIGGERFISH, GRAY","1,150",1,"4,204",Public,Commercial,Balistes capriscus,173138,GULFFIN
2022,ALABAMA,TRIPLETAIL,137,0,322,Public,Commercial,Lobotes surinamensis,169007,GULFFIN
2022,ALABAMA,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2022,ALABAMA,"TUNA, BLACKFIN","101,464",46,"173,788",Public,Commercial,Thunnus atlanticus,172427,GULFFIN
2022,ALABAMA,"TUNA, LITTLE TUNNY","27,764",13,"23,709",Public,Commercial,Euthynnus alletteratus,172402,GULFFIN
2022,ALABAMA,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2022,ALABAMA,"VERTEBRATES, JAWED","285,926",130,"49,113",Public,Commercial,Gnathostomata ,914179,GULFFIN
2022,ALABAMA,WAHOO,,,,Confidential,Commercial,Acanthocybium solandri,172451,GULFFIN
2022,ALABAMA,WENCHMAN,,,,Confidential,Commercial,Pristipomoides aquilonaris,168913,GULFFIN
2022,ALASKA,"CLAM, PACIFIC GEODUCK","335,276",152,"3,259,316",Public,Commercial,Panopea abrupta,81779,AKFIN
2022,ALASKA,"COD, PACIFIC","402,864,560","182,738","183,052,045",Public,Commercial,Gadus macrocephalus,164711,AKFIN
2022,ALASKA,"CRAB, DUNGENESS","7,914,608","3,590","19,688,572",Public,Commercial,Cancer magister,98675,AKFIN
2022,ALASKA,"CRAB, KING **","4,526,178","2,053","46,627,607",Public,Commercial,Paralithodes,97934,AKFIN
2022,ALASKA,"CRAB, SNOW","5,476,142","2,484","39,184,752",Public,Commercial,Chionoecetes opilio,98428,AKFIN
2022,ALASKA,"CRAB, SOUTHERN TANNER","4,803,887","2,179","34,691,680",Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2022,ALASKA,CRUSTACEANS **,"195,440",89,"1,813,317",Public,Commercial,Crustacea,83677,AKFIN
2022,ALASKA,"CUCUMBERS, SEA **","1,672,464",759,"5,664,044",Public,Commercial,Holothuroidea,158140,AKFIN
2022,ALASKA,FLATFISHES **,"40,804,043","18,509","7,087,669",Public,Commercial,Pleuronectiformes,172702,AKFIN
2022,ALASKA,"FLOUNDER, ARROWTOOTH","37,493,970","17,007","4,740,543",Public,Commercial,Atheresthes stomias,172862,AKFIN
2022,ALASKA,"HALIBUT, GREENLAND","3,094,350","1,404","1,907,726",Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2022,ALASKA,"HALIBUT, PACIFIC","23,935,255","10,857","130,834,062",Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2022,ALASKA,"HERRING, PACIFIC","94,148,988","42,706","14,492,439",Public,Commercial,Clupea pallasii,551209,AKFIN
2022,ALASKA,LINGCOD,"548,005",249,"664,470",Public,Commercial,Ophiodon elongatus,167116,AKFIN
2022,ALASKA,"MACKEREL, ATKA","128,425,013","58,253","31,525,400",Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2022,ALASKA,OCTOPUSES **,"297,804",135,"220,725",Public,Commercial,Octopodidae,82590,AKFIN
2022,ALASKA,"POLLOCK, WALLEYE ","2,703,904,515","1,226,483","512,993,680",Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2022,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH","136,793,659","62,049","25,261,776",Public,Commercial,Sebastes alutus,166707,AKFIN
2022,ALASKA,"ROCKFISH, WIDOW","187,754",85,"20,242",Public,Commercial,Sebastes entomelas,166719,AKFIN
2022,ALASKA,ROCKFISHES **,"32,964,673","14,953","6,741,397",Public,Commercial,Sebastes ,166705,AKFIN
2022,ALASKA,SABLEFISH,"55,489,414","25,170","147,334,505",Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2022,ALASKA,"SALMON, CHINOOK","3,552,806","1,612","20,439,536",Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2022,ALASKA,"SALMON, CHUM","82,158,493","37,267","86,766,117",Public,Commercial,Oncorhynchus keta,161976,AKFIN
2022,ALASKA,"SALMON, COHO","10,048,225","4,558","15,876,806",Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2022,ALASKA,"SALMON, PACIFIC **",220,0,"9,477",Public,Commercial,Oncorhynchus,161974,AKFIN
2022,ALASKA,"SALMON, PINK","216,247,769","98,089","108,569,843",Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2022,ALASKA,"SALMON, SOCKEYE","381,177,520","172,901","545,255,884",Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2022,ALASKA,"SCALLOP, WEATHERVANE","170,440",77,"1,675,743",Public,Commercial,Patinopecten caurinus,79757,AKFIN
2022,ALASKA,"SHARK, DOGFISH, SPINY","16,439",7,"1,231",Public,Commercial,Squalus acanthias,160617,AKFIN
2022,ALASKA,"SHRIMPS, PENAEID **","978,381",444,"1,027,854",Public,Commercial,Penaeidae,95602,AKFIN
2022,ALASKA,"SKATES, RAJIDAE (FAMILY) **","28,447,105","12,904","1,100,269",Public,Commercial,Rajidae,160845,AKFIN
2022,ALASKA,"SOLE, BUTTER","634,718",288,"49,611",Public,Commercial,Isopsetta isolepis,172919,AKFIN
2022,ALASKA,"SOLE, ENGLISH","43,180",20,"2,141",Public,Commercial,Parophrys vetulus,172921,AKFIN
2022,ALASKA,"SOLE, FLATHEAD","31,172,038","14,140","5,759,876",Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2022,ALASKA,"SOLE, REX","3,127,401","1,419","698,264",Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2022,ALASKA,"SOLE, ROCK","40,322,803","18,290","7,769,777",Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2022,ALASKA,"SOLE, YELLOWFIN","333,985,736","151,495","61,941,179",Public,Commercial,Limanda aspera,172907,AKFIN
2022,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","13,599",6,"11,101",Public,Commercial,Strongylocentrotus,157968,AKFIN
2022,ALASKA,"VERTEBRATES, JAWED","91,130",41,"19,603",Public,Commercial,Gnathostomata ,914179,AKFIN
2022,CALIFORNIA,"ANCHOVY, NORTHERN","3,323,236","1,507","548,671",Public,Commercial,Engraulis mordax,161828,PACFIN
2022,CALIFORNIA,"BARRACUDA, PACIFIC",925,0,"2,378",Public,Commercial,Sphyraena argentea,170426,PACFIN
2022,CALIFORNIA,"BASS, WHITE SEA","163,652",74,"833,432",Public,Commercial,Atractoscion nobilis,169387,PACFIN
2022,CALIFORNIA,"BONITO, PACIFIC","3,246",1,"7,699",Public,Commercial,Sarda chiliensis,172408,PACFIN
2022,CALIFORNIA,CABEZON,"75,111",34,"445,518",Public,Commercial,Scorpaenichthys marmoratus,692068,PACFIN
2022,CALIFORNIA,CLAMS **,"28,333",13,"426,369",Public,Commercial,Bivalvia,79118,PACFIN
2022,CALIFORNIA,"COD, PACIFIC",,,,Confidential,Commercial,Gadus macrocephalus,164711,PACFIN
2022,CALIFORNIA,"CRAB, DUNGENESS","3,657,364","1,659","21,268,210",Public,Commercial,Cancer magister,98675,PACFIN
2022,CALIFORNIA,"CRAB, KING **","9,755",4,"71,442",Public,Commercial,Paralithodes,97934,PACFIN
2022,CALIFORNIA,"CRAB, RED ROCK","1,105,085",501,"2,619,218",Public,Commercial,Cancer productus,98672,PACFIN
2022,CALIFORNIA,"CRAB, SOUTHERN TANNER",,,,Confidential,Commercial,Chionoecetes bairdi,98429,PACFIN
2022,CALIFORNIA,"CRABS, DECAPODA (ORDER) **","98,573",45,"395,824",Public,Commercial,Decapoda,95599,PACFIN
2022,CALIFORNIA,"CROAKER, PACIFIC WHITE","23,902",11,"20,586",Public,Commercial,Genyonemus lineatus,169257,PACFIN
2022,CALIFORNIA,"CUCUMBERS, SEA **","108,229",49,"601,199",Public,Commercial,Holothuroidea,158140,PACFIN
2022,CALIFORNIA,DOLPHINFISH,"32,334",15,"111,597",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2022,CALIFORNIA,ECHINODERM **,,,,Confidential,Commercial,Echinodermata,156857,PACFIN
2022,CALIFORNIA,EELS **,144,0,259,Public,Commercial,Anguilliformes,161123,PACFIN
2022,CALIFORNIA,FLATFISHES **,900,0,663,Public,Commercial,Pleuronectiformes,172702,PACFIN
2022,CALIFORNIA,"FLOUNDER, ARROWTOOTH","24,672",11,"1,532",Public,Commercial,Atheresthes stomias,172862,PACFIN
2022,CALIFORNIA,"FLOUNDER, PACIFIC, SANDDAB **","43,037",20,"39,089",Public,Commercial,Citharichthys ,172715,PACFIN
2022,CALIFORNIA,"FLOUNDER, PACIFIC, SANDDAB **",,,,Confidential,Commercial,Citharichthys ,172715,PACFIN
2022,CALIFORNIA,"FLOUNDER, STARRY","11,339",5,"12,075",Public,Commercial,Platichthys stellatus,172893,PACFIN
2022,CALIFORNIA,"FLOUNDER, STARRY",,,,Confidential,Commercial,Platichthys stellatus,172893,PACFIN
2022,CALIFORNIA,"FLOUNDER,PACIFIC,SANDDAB","6,061",3,"28,834",Public,Commercial,Citharichthys sordidus,172716,PACFIN
2022,CALIFORNIA,"FLOUNDERS, RIGHTEYE **",163,0,325,Public,Commercial,Pleuronectidae,172859,PACFIN
2022,CALIFORNIA,"GREENLING, KELP","6,966",3,"46,097",Public,Commercial,Hexagrammos decagrammus,167110,PACFIN
2022,CALIFORNIA,"GREENLING, KELP",,,,Confidential,Commercial,Hexagrammos decagrammus,167110,PACFIN
2022,CALIFORNIA,GREENLINGS **,984,0,"6,362",Public,Commercial,Hexagrammidae,167108,PACFIN
2022,CALIFORNIA,GRENADIERS **,"65,276",30,"25,458",Public,Commercial,Macrouridae,165332,PACFIN
2022,CALIFORNIA,"HAGFISH, BLACK",,,,Confidential,Commercial,Eptatretus deani,159756,PACFIN
2022,CALIFORNIA,"HAGFISH, PACIFIC","1,527,466",693,"1,536,369",Public,Commercial,Eptatretus stoutii,622244,PACFIN
2022,CALIFORNIA,"HAKE, PACIFIC (WHITING)","12,428",6,178,Public,Commercial,Merluccius productus,164792,PACFIN
2022,CALIFORNIA,"HALIBUT, CALIFORNIA","1,015,179",460,"5,466,920",Public,Commercial,Paralichthys californicus,172743,PACFIN
2022,CALIFORNIA,"HALIBUT, PACIFIC","6,461",3,"39,411",Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2022,CALIFORNIA,"HERRING, PACIFIC",,,,Confidential,Commercial,Clupea pallasii,551209,PACFIN
2022,CALIFORNIA,"HERRING, ROUND","14,877",7,"2,111",Public,Commercial,Etrumeus teres,161743,PACFIN
2022,CALIFORNIA,JACK MACKEREL,"70,985",32,"54,562",Public,Commercial,Trachurus symmetricus,168586,PACFIN
2022,CALIFORNIA,"JACK, YELLOWTAIL","24,110",11,"86,116",Public,Commercial,Seriola lalandi,168695,PACFIN
2022,CALIFORNIA,LINGCOD,"371,874",169,"659,461",Public,Commercial,Ophiodon elongatus,167116,PACFIN
2022,CALIFORNIA,"LOBSTER, CALIFORNIA SPINY","954,613",433,"18,431,568",Public,Commercial,Panulirus interruptus,97650,PACFIN
2022,CALIFORNIA,LOUVAR,91,0,779,Public,Commercial,Luvarus imperialis,172485,PACFIN
2022,CALIFORNIA,"MACKEREL, CHUB","1,196,746",543,"368,561",Public,Commercial,Scomber japonicus,172412,PACFIN
2022,CALIFORNIA,MOLLUSKS **,"72,149",33,"93,384",Public,Commercial,Mollusca,69458,PACFIN
2022,CALIFORNIA,OCTOPUSES **,"7,106",3,"9,433",Public,Commercial,Octopodidae,82590,PACFIN
2022,CALIFORNIA,"OYSTER, EASTERN",821,0,"18,832",Public,Commercial,Crassostrea virginica,79872,PACFIN
2022,CALIFORNIA,"OYSTER, EDIBLE",,,,Confidential,Commercial,Ostrea edulis,79885,PACFIN
2022,CALIFORNIA,"OYSTER, KUMAMOTO **","171,451",78,"3,933,285",Public,Commercial,Crassostrea gigas kumamoto,79869,PACFIN
2022,CALIFORNIA,"OYSTER, PACIFIC","626,601",284,"9,362,953",Public,Commercial,Crassostrea gigas,79868,PACFIN
2022,CALIFORNIA,"PRICKLEBACK, MONKEYFACE",288,0,"2,072",Public,Commercial,Cebidichthys violaceus,171618,PACFIN
2022,CALIFORNIA,QUEENFISH,,,,Confidential,Commercial,Seriphus politus,169362,PACFIN
2022,CALIFORNIA,"RATFISH, SPOTTED","1,269",1,20,Public,Commercial,Hydrolagus colliei,161015,PACFIN
2022,CALIFORNIA,"ROCKFISH, AURORA","5,344",2,"2,821",Public,Commercial,Sebastes aurora,166709,PACFIN
2022,CALIFORNIA,"ROCKFISH, BANK","57,291",26,"43,374",Public,Commercial,Sebastes rufus,166761,PACFIN
2022,CALIFORNIA,"ROCKFISH, BLACK","123,494",56,"304,101",Public,Commercial,Sebastes melanops,166727,PACFIN
2022,CALIFORNIA,"ROCKFISH, BLACK-AND-YELLOW","35,616",16,"298,120",Public,Commercial,Sebastes chrysomelas,166773,PACFIN
2022,CALIFORNIA,"ROCKFISH, BLACKGILL","147,587",67,"175,148",Public,Commercial,Sebastes melanostomus,166728,PACFIN
2022,CALIFORNIA,"ROCKFISH, BLUE","30,366",14,"82,417",Public,Commercial,Sebastes mystinus,166730,PACFIN
2022,CALIFORNIA,"ROCKFISH, BOCACCIO","1,083,971",492,"600,929",Public,Commercial,Sebastes paucispinis,166733,PACFIN
2022,CALIFORNIA,"ROCKFISH, BROWN","48,152",22,"312,274",Public,Commercial,Sebastes auriculatus,166708,PACFIN
2022,CALIFORNIA,"ROCKFISH, CALICO",,,,Confidential,Commercial,Sebastes dallii,644576,PACFIN
2022,CALIFORNIA,"ROCKFISH, CANARY","246,066",112,"222,318",Public,Commercial,Sebastes pinniger,166734,PACFIN
2022,CALIFORNIA,"ROCKFISH, CHILIPEPPER","1,706,319",774,"915,077",Public,Commercial,Sebastes goodei,166722,PACFIN
2022,CALIFORNIA,"ROCKFISH, CHINA","10,298",5,"83,459",Public,Commercial,Sebastes nebulosus,166731,PACFIN
2022,CALIFORNIA,"ROCKFISH, COPPER","8,598",4,"42,898",Public,Commercial,Sebastes caurinus,166713,PACFIN
2022,CALIFORNIA,"ROCKFISH, COWCOD","2,003",1,664,Public,Commercial,Sebastes levis,166754,PACFIN
2022,CALIFORNIA,"ROCKFISH, DARKBLOTCHED","96,392",44,"39,180",Public,Commercial,Sebastes crameri,166715,PACFIN
2022,CALIFORNIA,"ROCKFISH, FLAG",371,0,"1,165",Public,Commercial,Sebastes rubrivinctus,166760,PACFIN
2022,CALIFORNIA,"ROCKFISH, GOPHER","68,814",31,"538,771",Public,Commercial,Sebastes carnatus,166767,PACFIN
2022,CALIFORNIA,"ROCKFISH, GRASS",,,,Confidential,Commercial,Sebastes rastrelliger,166759,PACFIN
2022,CALIFORNIA,"ROCKFISH, GRASS","6,391",3,"60,769",Public,Commercial,Sebastes rastrelliger,166759,PACFIN
